id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
733823367323972766,"Studio w/ patio, PATH train to NYC, laundry",368645108,Ryan,,Ward C (councilmember Richard Boggiano),40.72652,-74.05831,Entire home/apt,,28,53,2025-01-23,1.51,2,0,12,
741121731294980314,Entire Apartment 2 Bedroom / Office -NYC in 25min,364261771,Daniel,,Ward D (councilmember Michael Yun),40.74312,-74.04486,Entire home/apt,,28,52,2025-09-01,1.48,1,225,19,
755412717695433169,Bright & Clean 1bd Minutes Away from NYC,248335189,Patrick,,Ward E (councilmember James Solomon),40.72379,-74.04211,Private room,,28,19,2024-08-01,0.57,4,0,0,STR-003672-2025
785048552020441845,The Vibrant Downtown JC!,172557974,Julien,,Ward E (councilmember James Solomon),40.72771966589673,-74.0466114850125,Entire home/apt,,28,23,2024-09-09,0.69,1,0,0,
793021318343693869,Family-Friendly Stay with Kid’s Playroom,493418965,Devawne,,Ward B (councilmember Mira Prinz-Arey),40.71482,-74.08088,Entire home/apt,,28,114,2025-01-01,3.54,1,6,15,
795879268284011848,Private Luxury Apt/ NearNYC/,486516533,Nick,,Ward C (councilmember Richard Boggiano),40.72805,-74.06171,Entire home/apt,,1,27,2025-08-07,0.85,1,0,11,STR-000867-2025
797026150636937251,30% OFF Monthly Artistic Magic Staycation Near NYC,159910884,Yuqi,,Ward E (councilmember James Solomon),40.7275,-74.04986,Private room,,7,77,2025-08-31,2.72,1,0,48,STR-003275-2025
801470582146108298,1 bedroom Full Apartment/Near NYC/WIFI,6958867,Gennadiy,,Ward D (councilmember Michael Yun),40.74949,-74.04838,Entire home/apt,,28,4,2024-11-02,0.13,35,0,3,
806831646145737021,Furnished Studio apt in downtown jersey city .,104411192,Kris,,Ward E (councilmember James Solomon),40.72083,-74.04428,Entire home/apt,,45,0,,,1,0,0,
821599847954269165,Bright Spacious Home With Yard,6180324,Lydia,,Ward B (councilmember Mira Prinz-Arey),40.72926,-74.07269,Entire home/apt,,6,2,2024-07-06,0.08,1,0,0,STR-004671-2024
832133356585470782,Calm neighborhood easy accesss,224535543,Mahmut Emirhan,,Ward A (councilmember Denise Ridley),40.69662,-74.09762,Private room,,28,0,,,1,0,0,
837864084387332779,"JC Dreamin Room  lite rail, Restaurant, Cafe",536849530,Customer Service,,Ward B (councilmember Mira Prinz-Arey),40.71434,-74.08831,Private room,,1,75,2025-08-03,2.43,8,48,25,STR-000001-2025
844230959734931852,JC Canvas Condo - Close to NYC and PATH Station,20239406,Rob,,Ward C (councilmember Richard Boggiano),40.72473,-74.06305,Entire home/apt,,28,24,2024-04-21,0.89,1,0,0,
853638152876393760,Explore Liberty State Park! Stunning Views!,501999514,RoomPicks,,Ward E (councilmember James Solomon),40.72095,-74.03437,Hotel room,,28,4,2024-09-28,0.25,19,356,1,Exempt
853638732880042514,Family Fun at Liberty Science Center! w/ Kitchen!,501999514,RoomPicks,,Ward E (councilmember James Solomon),40.72095,-74.03437,Hotel room,,28,3,2025-06-29,0.28,19,356,3,Exempt
853639185161545946,Visit Statue of Liberty! Easy City Access!,501999514,RoomPicks,,Ward E (councilmember James Solomon),40.72095,-74.03437,Hotel room,,28,2,2024-05-21,0.11,19,356,0,Exempt
853643364839804604,Contemporary Living! Near Liberty Science Center!,501999514,RoomPicks,,Ward E (councilmember James Solomon),40.72174,-74.0348,Private room,,28,0,,,19,344,0,Exempt
853644015910009065,Stylish Suite! Parking Available! Enjoy City Views,501999514,RoomPicks,,Ward E (councilmember James Solomon),40.72095,-74.03437,Private room,,28,0,,,19,344,0,Exempt
853646181107758913,Elegant Suite! Near Hudson River Waterfront!,501999514,RoomPicks,,Ward E (councilmember James Solomon),40.72095,-74.03437,Private room,,28,6,2025-03-16,0.23,19,344,2,Exempt
912874112024824011,Genevieve’s comfort pad,519763222,Genevieve,,Ward B (councilmember Mira Prinz-Arey),40.72119989999999,-74.0847538,Entire home/apt,,28,18,2024-05-19,0.65,1,141,0,
920362041860055725,"Visit Statue of Liberty! 2 Units, Scenic Views",501999514,RoomPicks,,Ward E (councilmember James Solomon),40.72190300938341,-74.03400791914228,Hotel room,,28,3,2025-06-15,0.21,19,354,1,Exempt
920363719131661128,"Relax in Style! 3 Units, Breathtaking Views",501999514,RoomPicks,,Ward E (councilmember James Solomon),40.72095,-74.03437,Hotel room,,28,0,,,19,353,0,Exempt
920364687259901342,"4 Relaxing Units, Near J. Owen Grundy Park",501999514,RoomPicks,,Ward E (councilmember James Solomon),40.72188977641792,-74.03356707428959,Hotel room,,28,1,2024-07-13,0.07,19,352,0,Exempt
930940234769407751,"[Entire Place, 2BD] Modern apartment 25 min to NYC",12949423,Tom,,Ward E (councilmember James Solomon),40.72803,-74.0509,Entire home/apt,,28,1,2023-11-05,0.04,3,0,0,
935681059801050950,Ari’s place! Large Luxury Unit With Parking!,346724100,Ari,,Ward D (councilmember Michael Yun),40.7550466,-74.05472879999999,Entire home/apt,,28,57,2025-02-03,2.15,1,0,19,
951045364490291281,Private bedroom suite w/ adjacent bath near NYC,160638838,Arthur Lamonte,,Ward F (councilmember Jermaine D. Robinson),40.71037,-74.07223,Private room,,28,20,2025-02-19,0.91,1,0,10,
954490457714439638,H7- 20min ride to NYC,15625009,Alexander A,,Ward C (councilmember Richard Boggiano),40.74214,-74.04893,Private room,,30,3,2025-08-31,0.16,30,332,1,
963477422390021341,Spacious Room For Longterm Rent in JC! 30 Min T.SQ,274604030,Mario,,Ward D (councilmember Michael Yun),40.74697,-74.05042,Private room,,90,1,2024-06-30,0.07,18,1,0,
974607318327094384,Beautiful and cozy 2 bdrm apt. in Journal Square,15280721,Peter,,Ward C (councilmember Richard Boggiano),40.73016,-74.06908,Entire home/apt,,28,79,2025-04-21,3.22,1,172,27,
990627815089910189,"1 Bed, 1 Bath Jersey City Room",494993939,David,,Ward F (councilmember Jermaine D. Robinson),40.71237,-74.07309,Entire home/apt,,28,4,2024-05-30,0.18,1,0,0,
1003636371291846489,"Explore Liberty State Park! 2 Units, Stunning View",501999514,RoomPicks,,Ward E (councilmember James Solomon),40.72095,-74.03437,Hotel room,,28,1,2024-09-22,0.08,19,354,0,Exempt
1005159328962072435,"Visit Statue of Liberty! 3 Units, Scenic Views",501999514,RoomPicks,,Ward E (councilmember James Solomon),40.72095,-74.03437,Hotel room,,28,0,,,19,353,0,Exempt
1005705728660230604,"2 Min from PATH train to NYC, Ideal for Fmly/Group",15044828,Sam,,Ward C (councilmember Richard Boggiano),40.73297,-74.06749,Entire home/apt,,28,12,2024-06-03,0.54,5,0,0,
1012375953155087227,Luxury 2bed 2bath 10m from NYC w/ Parking,9631554,Jaime,,Ward C (councilmember Richard Boggiano),40.73031552154373,-74.05248625428803,Entire home/apt,,28,0,,,1,0,0,
1015249070782857838,Experience Ellis Island! 4 Spacious Units,501999514,RoomPicks,,Ward E (councilmember James Solomon),40.72095,-74.03437,Hotel room,,28,4,2025-07-26,0.28,19,352,3,Exempt
1026830535762843164,Private spacious room 20min NYC,546960419,Umesh,,Ward C (councilmember Richard Boggiano),40.73616,-74.05188,Private room,,28,11,2024-09-30,0.49,1,0,2,Exempt
1047393595489718413,Sunny & Spacious Oasis: Your Comfortable Getaway!,274604030,Mario,,Ward C (councilmember Richard Boggiano),40.74061947452435,-74.05021839629515,Entire home/apt,,28,1,2025-09-04,1.0,18,5,1,
1052188404369248440,Luxury Jersey City 2BR | near NYC | Work from home,95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,,28,2,2024-02-29,0.1,10,362,0,
1055599517160830990,Luxury condo on 29th floor.,4516891,Sven,,Ward E (councilmember James Solomon),40.7224862,-74.0367164,Entire home/apt,,28,1,2024-04-15,0.06,1,23,0,
1057409905051473696,Spacious & Bright Room near NYC - 1,103350160,Anand,,Ward C (councilmember Richard Boggiano),40.73839,-74.06029,Private room,,29,2,2025-08-09,0.51,6,92,2,
1065180224212544675,"Comfy Room A, 2 Min from PATH train to NYC",15044828,Sam,,Ward C (councilmember Richard Boggiano),40.73197,-74.06698,Private room,,28,2,2024-06-15,0.12,5,0,0,
1066147669389617089,Bright 3bdr - 25’ from Manhattan,13028191,Alice,,Ward C (councilmember Richard Boggiano),40.74283,-74.05327,Entire home/apt,,5,5,2025-07-20,0.33,1,6,2,STR-002608-2025
1076062014627272595,Pet-friendly Suite: Near Hudson River Waterfront!,501999514,RoomPicks,,Ward E (councilmember James Solomon),40.72095,-74.03437,Private room,,28,13,2025-08-02,0.66,19,344,3,Exempt
1076754312092901568,New and Luxury 2BD 2BA Gem in Hoboken 20min to NYC,529291676,Mateo,,Ward D (councilmember Michael Yun),40.7471413,-74.0465696,Entire home/apt,,1,73,2025-09-21,3.62,7,224,39,STR-045782-2025
1084113249441914851,Spacious three-bedroom apt near New York City - Co,93727916,Bruno,,Ward B (councilmember Mira Prinz-Arey),40.7169482,-74.09074369999999,Entire home/apt,,28,8,2024-11-11,0.41,8,347,2,
1085549925917598869,Zen-Charming 4bed3bath Entire Single Home in JC,20432864,Chul,,Ward A (councilmember Denise Ridley),40.70142,-74.07949,Entire home/apt,,29,44,2025-05-13,2.26,3,0,22,
1096612963738742432,"Luxe, Modern, and Spacious Condo Near NYC",563314515,Francis,,Ward B (councilmember Mira Prinz-Arey),40.71632,-74.08758,Entire home/apt,,28,30,2025-01-02,1.67,1,0,5,
1110400040896135191,Historic Hamilton Park - Legal.,566616398,Mustafa,,Ward E (councilmember James Solomon),40.7284956,-74.0447806,Entire home/apt,,3,47,2025-09-21,2.58,1,0,33,STR-003023-2025
1112585692816779126,Luxury condo in Jersey city 2bed/2bath,512125238,Adeline,,Ward F (councilmember Jermaine D. Robinson),40.71898,-74.06683,Entire home/apt,,28,1,2024-06-27,0.07,2,0,0,
1116167133508424265,Beautiful 1 Bd/1 Ba Mins to NYC!,319005137,Robert,,Ward E (councilmember James Solomon),40.72798,-74.04312,Entire home/apt,,3,6,2024-10-17,0.37,32,0,1,STR-004619-2024
1134855075833291883,"Clean, Cozy & Spacious Home Close to Manhattan, NY",310576501,Menuka,,Ward E (councilmember James Solomon),40.72453,-74.0376,Entire home/apt,,28,1,2024-05-12,0.06,1,0,0,
1158000061432353478,"Stop & GO for NYC, JC",267939835,Kay,,Ward C (councilmember Richard Boggiano),40.73059,-74.07169,Private room,,28,32,2025-03-04,2.09,3,0,21,
1160374001267084175,Apartment 20 minutes to NYC,311387825,Prince,,Ward F (councilmember Jermaine D. Robinson),40.71984,-74.07221,Entire home/apt,,28,3,2025-01-03,0.2,1,0,1,Exempt
1164739403365917720,Luxury King Bed Suite 5 beds No Cleaning Fee,14815477,Jenny,,Ward F (councilmember Jermaine D. Robinson),40.71154,-74.07478,Entire home/apt,,30,48,2025-03-08,3.04,1,0,29,
1181151827924318349,Homey Studio Apartment,565330416,Urby,,Ward C (councilmember Richard Boggiano),40.732041,-74.0596795,Entire home/apt,,28,3,2025-09-20,0.3,2,69,3,
1182874196530455554,Sunny and Spacious Room For Long-term Rent in JC!,274604030,Mario,,Ward D (councilmember Michael Yun),40.7581,-74.05194,Private room,,60,0,,,18,1,0,
1187605427426777224,1BR Apartment with NYC Views,565330416,Urby,,Ward C (councilmember Richard Boggiano),40.732041,-74.0596795,Entire home/apt,,28,0,,,2,39,0,
1190597125133119423,"Newly Built 1 Bed, 1Bath Jersey City Room",154192406,Abiola,,Ward F (councilmember Jermaine D. Robinson),40.71222,-74.07286,Private room,,28,3,2024-08-26,0.21,1,0,0,
1198550383578299861,Getaway Private Bed Near Trans/NYC/EWR,566737340,West Side,,Ward B (councilmember Mira Prinz-Arey),40.71716,-74.09047,Private room,,2,25,2025-08-29,2.09,11,11,25,STR-000001-2025
1199467295419238547,Getaway Private Bed close to NYC/EWR/Trans/Cafe,566737340,West Side,,Ward B (councilmember Mira Prinz-Arey),40.71585,-74.08878,Private room,,3,18,2025-08-29,1.24,11,11,16,STR-000002-2025
1206500335822460685,Large Private Apt in safest/cleanest part of NYC,32305156,Kamrouz,,Ward E (councilmember James Solomon),40.73117,-74.0353,Entire home/apt,,28,0,,,1,0,0,
1210112876945515177,Newly renovated 1bed/great area,11606215,Sonia,,Ward D (councilmember Michael Yun),40.74681,-74.0438,Entire home/apt,,29,1,2025-02-10,0.13,3,0,1,
1215324506224683823,Sunny Apartment with Office - 25 Mins to NYC,38493717,Monica,,Ward C (councilmember Richard Boggiano),40.73251,-74.07209,Entire home/apt,,28,14,2024-12-27,1.06,6,0,12,
1221178160773102417,Gaby’s Place 1,140526192,Geyby,,Ward B (councilmember Mira Prinz-Arey),40.71832,-74.07937,Private room,,28,2,2024-10-29,0.18,3,0,2,
1222647795396559430,Oversized Grove St Duplex 1B Apartment,24826054,Weiyi,,Ward E (councilmember James Solomon),40.71769,-74.04305,Entire home/apt,,28,0,,,1,0,0,
1247629016985758305,Stylish 1 Bedroom in Downtown Jersey City,651471990,Algane,,Ward E (councilmember James Solomon),40.71557,-74.04515,Entire home/apt,,28,3,2025-08-30,1.34,2,292,3,HL-001162-2025
1247878172900992357,"Entire Apt 15 mins To NYC,10 Sleepers",650809746,Hany,,Ward A (councilmember Denise Ridley),40.7023884,-74.0853274,Entire home/apt,,2,13,2025-09-22,1.12,1,0,13,str-006193-2024
1248483238943801973,Amazing Furnished APT near JSQ !,37613139,Gina,,Ward B (councilmember Mira Prinz-Arey),40.72629428377067,-74.07191399611006,Entire home/apt,,28,20,2025-09-20,1.95,1,32,20,Exempt
1251639041495715769,Luxury 1BR BSMNT suite w/ Backyard! Parking nearby,568599968,Neruban,,Ward B (councilmember Mira Prinz-Arey),40.71326755576882,-74.08714041598641,Entire home/apt,,28,5,2025-01-03,0.51,4,249,5,Exempt
1264931462560238302,Suite#2A -Quite & Peaceful,535892414,Noor,,Ward F (councilmember Jermaine D. Robinson),40.7114102158446,-74.07215508853135,Private room,,28,1,2025-07-05,0.36,13,365,1,
1269533714701550911,Urban Essence,49717214,Massiel,,Ward B (councilmember Mira Prinz-Arey),40.72457,-74.07652,Entire home/apt,,1,19,2025-08-25,1.78,1,1,19,STR-002760-2024
1278299346091104483,@ Comfy 2 Bedroom Steps from Train to NYC @,658438852,Huijun,,Ward C (councilmember Richard Boggiano),40.72950297090455,-74.06017356386364,Entire home/apt,,2,2,2024-12-26,0.19,1,0,2,STR-001010-2024
1284326381055721878,Stylish 1BR/1BA - Close to NYC!,319005137,Robert,,Ward E (councilmember James Solomon),40.729079838744006,-74.0442720230353,Entire home/apt,,3,0,,,32,141,0,STR-004619-2024
1288503099213299937,Master bedroom and amazing views,187149227,Nikhil,,Ward E (councilmember James Solomon),40.73026946998738,-74.0313140827153,Private room,,29,0,,,1,0,0,
1292140282049760058,3b2b for Music Lovers,106885542,Yusyuan,,Ward D (councilmember Michael Yun),40.74936,-74.04933,Entire home/apt,,3,0,,,1,0,0,STR-233455-2024
1295139393591112829,Luxury apt near Manhattan,9837286,Soman Kailas,,Ward E (councilmember James Solomon),40.72232569239518,-74.03967229897262,Entire home/apt,,30,0,,,1,0,0,
1295695811289822939,"Jersey City, Apt Pal-2R, 30min to NYC",424000645,Lam,,Ward D (councilmember Michael Yun),40.7418594,-74.04595359999999,Entire home/apt,,32,1,2025-01-28,0.12,5,0,1,
1297295424142704254,The Diega - Luxury Industrial Loft near NYC,441260321,World Class,,Ward E (councilmember James Solomon),40.719573717460285,-74.03736103019803,Entire home/apt,,60,0,,,4,259,0,STR-632663-2025
1299189410134278096,Gorg 2 BD/ 2 BA- Minutes to NYC!,319005137,Robert,,Ward E (councilmember James Solomon),40.72547,-74.04633,Entire home/apt,,3,0,,,32,0,0,STR-004619-2024
1309416643790704069,"Blueground | Jersey City, EV charging, nr park",107434423,Blueground,,Ward E (councilmember James Solomon),40.7215183,-74.0398348,Entire home/apt,,31,1,2025-05-31,0.25,16,0,1,
1313191847632795336,"""28+ Day Stay: Work & Relax with Ease - Near NYC""",419428314,Josue,,Ward D (councilmember Michael Yun),40.75990640163599,-74.05188380528297,Entire home/apt,,28,0,,,2,34,0,
1343507038585774748,Cozy Room w/ Office Space,29003072,Raja,,Ward D (councilmember Michael Yun),40.74953149030485,-74.05370071193767,Private room,,4,0,,,2,0,0,STR-004351-2024
1371854066322293538,Journal Square room - 2 blocks away! Room A,215597619,Capri,,Ward C (councilmember Richard Boggiano),40.731489,-74.0691855,Private room,,29,0,,,3,59,0,
1372774400297615453,Journal Sqaure room - 2 blocks away! Room B,215597619,Capri,,Ward C (councilmember Richard Boggiano),40.731489,-74.0691855,Private room,,29,0,,,3,167,0,
1399995424792253099,Private Room in the Heights-Easy access to NYC,183350093,Tommy,,Ward D (councilmember Michael Yun),40.74314512302024,-74.04507944372561,Private room,,1,9,2025-08-28,1.68,11,139,9,STR-202650-2025
1401551728095549557,Ideal Location for Extended Stays in Jersey City!,501999514,RoomPicks,,Ward E (councilmember James Solomon),40.72095,-74.03437,Private room,,28,0,,,19,352,0,Exempt
1401552028214238610,"Modern Unit with Full Kitchen, Pet-friendly!",501999514,RoomPicks,,Ward E (councilmember James Solomon),40.72095,-74.03437,Private room,,28,0,,,19,352,0,Exempt
1401557214947321744,"Home-Like Atmosphere! Full Kitchen, Pets Allowed!",501999514,RoomPicks,,Ward E (councilmember James Solomon),40.72095,-74.03437,Private room,,28,0,,,19,358,0,Exempt
1401564009510751177,Easy Access to Local Attractions! w/ Full Kitchen!,501999514,RoomPicks,,Ward E (councilmember James Solomon),40.72095,-74.03437,Private room,,28,0,,,19,358,0,Exempt
1401567460122125137,"Homelike Staycation with Full Kitchen, Parking!",501999514,RoomPicks,,Ward E (councilmember James Solomon),40.72017,-74.03498,Private room,,28,1,2025-07-25,0.48,19,352,1,Exempt
1401567460306817804,Indulge in NYC Views! Pet-friendly Property!,501999514,RoomPicks,,Ward E (councilmember James Solomon),40.72122,-74.03336,Private room,,28,0,,,19,352,0,Exempt
1411071225989316273,Apt Studio in Booming JC!,319005137,Robert,,Ward E (councilmember James Solomon),40.72713766685274,-74.0461256247985,Entire home/apt,,3,2,2025-09-07,0.48,32,0,2,STR-004619-2024
1421479681415592517,Old World Charm with City Ease,38122112,Darcy,,Ward F (councilmember Jermaine D. Robinson),40.72238515400154,-74.07102913185678,Entire home/apt,,180,0,,,1,152,0,
1428975945337448805,Peaceful Family Stay –Spacious & Serene +Parking,20432864,Chul,,Ward F (councilmember Jermaine D. Robinson),40.7207129982918,-74.06874413190491,Entire home/apt,,29,0,,,3,16,0,
1434306808197916178,Sophisticated Share - NYC in 20,428469703,Jacqueline,,Ward D (councilmember Michael Yun),40.74919168666263,-74.05240876179589,Private room,,28,1,2025-07-07,0.37,2,0,1,Exempt
1440034346229920383,V22 15 mins ride to NYC,15625009,Alexander A,,Ward C (councilmember Richard Boggiano),40.72827,-74.0681,Private room,,30,0,,,30,338,0,
1440610433911738074,Modern 6BR Oasis | 20 mins to NYC | Sleeps 18,670405055,Luke,,Ward D (councilmember Michael Yun),40.75328224540736,-74.04768049148731,Entire home/apt,,1,14,2025-09-07,4.12,5,323,14,STR-000646-2025
1443493979604060921,Pool table home-near NYC,671724611,Sarah,,Ward B (councilmember Mira Prinz-Arey),40.73343,-74.07427,Entire home/apt,,1,2,2025-09-06,2.0,2,0,2,STR-100458-2025
1467556088654578914,Room 5 mins from Path Station,307694959,Karina,,Ward C (councilmember Richard Boggiano),40.72973,-74.06555,Private room,,29,0,,,5,283,0,
